notification_date,postcode,likely_source_of_infection,lhd_2010_code,lhd_2010_name,lga_code19,lga_name19
2020-03-29,2148,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,10750,Blacktown (C)
2020-03-29,2500,Overseas,X730,Illawarra Shoalhaven,18450,Wollongong (C)
2020-03-29,2582,Overseas,X830,Southern NSW,18710,Yass Valley (A)
2020-03-29,2009,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,17200,Sydney (C)
2020-03-29,2196,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,11570,Canterbury-Bankstown (A)
2020-03-29,2582,Overseas,X830,Southern NSW,18710,Yass Valley (A)
2020-03-29,2540,Locally acquired - source not identified,X730,Illawarra Shoalhaven,16950,Shoalhaven (C)
2020-03-29,2234,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-29,2305,Overseas,X800,Hunter New England,15900,Newcastle (C)
2020-03-29,2305,Overseas,X800,Hunter New England,15900,Newcastle (C)
2020-03-29,2564,Overseas,X710,South Western Sydney,11500,Campbelltown (C) (NSW)
2020-03-29,2011,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,17200,Sydney (C)
2020-03-29,2011,Overseas,X720,South Eastern Sydney,17200,Sydney (C)
2020-03-29,2134,Overseas,X700,Sydney,11300,Burwood (A)
2020-03-29,2008,Overseas,X700,Sydney,17200,Sydney (C)
2020-03-29,2500,Overseas,X730,Illawarra Shoalhaven,18450,Wollongong (C)
2020-03-29,2125,Overseas,X740,Western Sydney,17420,The Hills Shire (A)
2020-03-29,2168,Overseas,X710,South Western Sydney,14900,Liverpool (C)
2020-03-29,2171,Interstate,X710,South Western Sydney,14900,Liverpool (C)
2020-03-29,2765,Overseas,X740,Western Sydney,10750,Blacktown (C)
2020-03-29,2289,Overseas,X800,Hunter New England,15900,Newcastle (C)
2020-03-29,2250,Locally acquired - contact of a confirmed case and/or in a known cluster,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-29,2155,Overseas,X740,Western Sydney,17420,The Hills Shire (A)
2020-03-29,2287,Overseas,X800,Hunter New England,15900,Newcastle (C)
2020-03-29,2107,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-29,2321,Overseas,X800,Hunter New England,15050,Maitland (C)
2020-03-29,2321,Overseas,X800,Hunter New England,15050,Maitland (C)
2020-03-29,2445,Overseas,X820,Mid North Coast,16380,Port Macquarie-Hastings (A)
2020-03-29,2155,Overseas,X740,Western Sydney,17420,The Hills Shire (A)
2020-03-29,2216,Interstate,X720,South Eastern Sydney,10500,Bayside (A)
2020-03-29,2020,Locally acquired - source not identified,X720,South Eastern Sydney,10500,Bayside (A)
2020-03-29,2220,Locally acquired - source not identified,X720,South Eastern Sydney,12930,Georges River (A)
2020-03-29,2065,Locally acquired - source not identified,X760,Northern Sydney,14700,Lane Cove (A)
2020-03-29,2251,Locally acquired - contact of a confirmed case and/or in a known cluster,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-29,2537,Overseas,X830,Southern NSW,12750,Eurobodalla (A)
2020-03-29,2280,Locally acquired - contact of a confirmed case and/or in a known cluster,X800,Hunter New England,14650,Lake Macquarie (C)
2020-03-29,2217,Overseas,X720,South Eastern Sydney,10500,Bayside (A)
2020-03-29,2319,Overseas,X800,Hunter New England,16400,Port Stephens (A)
2020-03-29,2283,Overseas,X800,Hunter New England,14650,Lake Macquarie (C)
2020-03-29,2210,Locally acquired - source not identified,X720,South Eastern Sydney,12930,Georges River (A)
2020-03-29,2023,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-29,2090,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,15950,North Sydney (A)
2020-03-29,2010,Locally acquired - source not identified,X720,South Eastern Sydney,17200,Sydney (C)
2020-03-29,2251,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-29,2023,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-30,2777,Overseas,X750,Nepean Blue Mountains,10900,Blue Mountains (C)
2020-03-30,2066,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,14700,Lane Cove (A)
2020-03-30,2007,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,17200,Sydney (C)
2020-03-30,2021,Locally acquired - source not identified,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-30,2007,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,17200,Sydney (C)
2020-03-30,2088,Overseas,X760,Northern Sydney,15350,Mosman (A)
2020-03-30,2767,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,10750,Blacktown (C)
2020-03-30,2197,Overseas,X710,South Western Sydney,11570,Canterbury-Bankstown (A)
2020-03-30,2260,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-30,2250,Locally acquired - contact of a confirmed case and/or in a known cluster,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-30,2007,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,17200,Sydney (C)
2020-03-30,2213,Overseas,X710,South Western Sydney,11570,Canterbury-Bankstown (A)
2020-03-30,2021,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-30,9999,Overseas,,,,
2020-03-30,2228,Overseas,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-30,2112,Overseas,X760,Northern Sydney,16700,Ryde (C)
2020-03-30,2628,Overseas,X830,Southern NSW,17040,Snowy Monaro Regional (A)
2020-03-30,2251,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-30,,Overseas,,,,
2020-03-30,2470,Overseas,X810,Northern NSW,16610,Richmond Valley (A)
2020-03-30,2763,Overseas,X740,Western Sydney,10750,Blacktown (C)
2020-03-30,2021,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-30,2153,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,17420,The Hills Shire (A)
2020-03-30,2026,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-30,2197,Overseas,X710,South Western Sydney,11570,Canterbury-Bankstown (A)
2020-03-30,2125,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,17420,The Hills Shire (A)
2020-03-30,2097,Locally acquired - source not identified,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-30,2050,Overseas,X700,Sydney,17200,Sydney (C)
2020-03-30,2111,Overseas,X760,Northern Sydney,14100,Hunters Hill (A)
2020-03-30,2761,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,10750,Blacktown (C)
2020-03-30,2036,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,16550,Randwick (C)
2020-03-30,2024,Locally acquired - source not identified,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-30,2211,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,11570,Canterbury-Bankstown (A)
2020-03-30,2216,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,10500,Bayside (A)
2020-03-30,2750,Overseas,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-03-30,2750,Overseas,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-03-30,2541,Overseas,X730,Illawarra Shoalhaven,16950,Shoalhaven (C)
2020-03-30,2880,Interstate,X860,Far West,11250,Broken Hill (C)
2020-03-30,2754,Overseas,X750,Nepean Blue Mountains,13800,Hawkesbury (C)
2020-03-30,2026,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-30,2049,Locally acquired - source not identified,X700,Sydney,14170,Inner West (A)
2020-03-30,8888,Overseas,,,,
2020-03-30,2086,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-30,2030,Locally acquired - source not identified,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-30,2114,Locally acquired - source not identified,X760,Northern Sydney,16700,Ryde (C)
2020-03-30,2230,Overseas,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-30,2212,Locally acquired - source not identified,X710,South Western Sydney,11570,Canterbury-Bankstown (A)
2020-03-30,,Overseas,,,,
2020-03-30,2203,Overseas,X700,Sydney,14170,Inner West (A)
2020-03-30,2020,Locally acquired - source not identified,X720,South Eastern Sydney,10500,Bayside (A)
2020-03-30,2780,Overseas,X750,Nepean Blue Mountains,10900,Blue Mountains (C)
2020-03-30,2780,Overseas,X750,Nepean Blue Mountains,10900,Blue Mountains (C)
2020-03-30,2261,Locally acquired - contact of a confirmed case and/or in a known cluster,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-30,2095,Locally acquired - source not identified,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-30,2199,Locally acquired - source not identified,X710,South Western Sydney,11570,Canterbury-Bankstown (A)
2020-03-30,2099,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-30,2529,Interstate,X730,Illawarra Shoalhaven,16900,Shellharbour (C)
2020-03-30,9999,Overseas,,,,
2020-03-30,2144,Locally acquired - source not identified,X740,Western Sydney,12380,Cumberland (A)
2020-03-30,2580,Overseas,X830,Southern NSW,13310,Goulburn Mulwaree (A)
2020-03-30,2450,Overseas,X820,Mid North Coast,11800,Coffs Harbour (C)
2020-03-30,2577,Overseas,X710,South Western Sydney,18350,Wingecarribee (A)
2020-03-30,2164,Overseas,X710,South Western Sydney,12850,Fairfield (C)
2020-03-30,2315,Overseas,X800,Hunter New England,16400,Port Stephens (A)
2020-03-30,2700,Overseas,X840,Murrumbidgee,15800,Narrandera (A)
2020-03-30,2714,Interstate,X840,Murrumbidgee,10650,Berrigan (A)
2020-03-30,2060,Overseas,X760,Northern Sydney,15950,North Sydney (A)
2020-03-30,2113,Overseas,X760,Northern Sydney,16700,Ryde (C)
2020-03-30,2044,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,14170,Inner West (A)
2020-03-30,2081,Overseas,X760,Northern Sydney,14000,Hornsby (A)
2020-03-30,2450,Overseas,X820,Mid North Coast,11800,Coffs Harbour (C)
2020-03-30,2076,Overseas,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-03-30,2325,Overseas,X800,Hunter New England,11720,Cessnock (C)
2020-03-30,,Overseas,,,,
2020-03-30,2233,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-30,2541,Locally acquired - source not identified,X730,Illawarra Shoalhaven,16950,Shoalhaven (C)
2020-03-30,2650,Overseas,X840,Murrumbidgee,17750,Wagga Wagga (C)
2020-03-30,2537,Locally acquired - contact of a confirmed case and/or in a known cluster,X830,Southern NSW,12750,Eurobodalla (A)
2020-03-31,2358,Overseas,X800,Hunter New England,17650,Uralla (A)
2020-03-31,2515,Overseas,X730,Illawarra Shoalhaven,18450,Wollongong (C)
2020-03-31,2015,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,17200,Sydney (C)
2020-03-31,2015,Locally acquired - source not identified,X700,Sydney,17200,Sydney (C)
2020-03-31,2420,Overseas,X800,Hunter New England,12700,Dungog (A)
2020-03-31,2583,Overseas,X830,Southern NSW,17640,Upper Lachlan Shire (A)
2020-03-31,2430,Locally acquired - contact of a confirmed case and/or in a known cluster,X800,Hunter New England,15240,Mid-Coast (A)
2020-03-31,,Overseas,,,,
2020-03-31,2036,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,16550,Randwick (C)
2020-03-31,2035,Locally acquired - source not identified,X720,South Eastern Sydney,16550,Randwick (C)
2020-03-31,2299,Overseas,X800,Hunter New England,15900,Newcastle (C)
2020-03-31,2440,Locally acquired - contact of a confirmed case and/or in a known cluster,X820,Mid North Coast,14350,Kempsey (A)
2020-03-31,2041,Overseas,X700,Sydney,14170,Inner West (A)
2020-03-31,2131,Overseas,X700,Sydney,14170,Inner West (A)
2020-03-31,2761,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,10750,Blacktown (C)
2020-03-31,2299,Overseas,X800,Hunter New England,15900,Newcastle (C)
2020-03-31,2557,Overseas,X710,South Western Sydney,11450,Camden (A)
2020-03-31,2010,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,17200,Sydney (C)
2020-03-31,2074,Overseas,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-03-31,2148,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,10750,Blacktown (C)
2020-03-31,2106,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-31,2251,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-31,2087,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-31,2088,Overseas,X760,Northern Sydney,15350,Mosman (A)
2020-03-31,2216,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,10500,Bayside (A)
2020-03-31,2145,Locally acquired - source not identified,X740,Western Sydney,12380,Cumberland (A)
2020-03-31,2230,Locally acquired - source not identified,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-31,,Overseas,,,,
2020-03-31,2205,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,10500,Bayside (A)
2020-03-31,2216,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,10500,Bayside (A)
2020-03-31,2077,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,14000,Hornsby (A)
2020-03-31,2540,Overseas,X730,Illawarra Shoalhaven,16950,Shoalhaven (C)
2020-03-31,2533,Overseas,X730,Illawarra Shoalhaven,14400,Kiama (A)
2020-03-31,2150,Overseas,X740,Western Sydney,16260,Parramatta (C)
2020-03-31,2023,Overseas,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-31,2557,Overseas,X710,South Western Sydney,11450,Camden (A)
2020-03-31,2018,Locally acquired - source not identified,X700,Sydney,17200,Sydney (C)
2020-03-31,2147,Overseas,X740,Western Sydney,10750,Blacktown (C)
2020-03-31,2325,Overseas,X800,Hunter New England,11720,Cessnock (C)
2020-03-31,2283,Locally acquired - contact of a confirmed case and/or in a known cluster,X800,Hunter New England,14650,Lake Macquarie (C)
2020-03-31,2026,Locally acquired - source not identified,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-31,2008,Overseas,X700,Sydney,17200,Sydney (C)
2020-03-31,2026,Locally acquired - source not identified,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-31,2035,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,16550,Randwick (C)
2020-03-31,2210,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,12930,Georges River (A)
2020-03-31,2315,Locally acquired - source not identified,X800,Hunter New England,16400,Port Stephens (A)
2020-03-31,2233,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-31,2026,Locally acquired - source not identified,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-31,0000,Locally acquired - contact of a confirmed case and/or in a known cluster,,,,
2020-03-31,0000,Locally acquired - contact of a confirmed case and/or in a known cluster,,,,
2020-03-31,2022,Locally acquired - source not identified,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-31,2141,Overseas,X740,Western Sydney,12380,Cumberland (A)
2020-03-31,2646,Overseas,X840,Murrumbidgee,12870,Federation (A)
2020-03-31,2209,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,12930,Georges River (A)
2020-03-31,2485,Overseas,X810,Northern NSW,17550,Tweed (A)
2020-03-31,2041,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,14170,Inner West (A)
2020-03-31,0000,Locally acquired - contact of a confirmed case and/or in a known cluster,,,,
2020-03-31,2026,Locally acquired - source not identified,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-31,2034,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,16550,Randwick (C)
2020-03-31,2761,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,10750,Blacktown (C)
2020-03-31,2325,Overseas,X800,Hunter New England,11720,Cessnock (C)
2020-03-31,2540,Locally acquired - contact of a confirmed case and/or in a known cluster,X730,Illawarra Shoalhaven,16950,Shoalhaven (C)
2020-03-31,2325,Overseas,X800,Hunter New England,11720,Cessnock (C)
2020-03-31,2320,Locally acquired - contact of a confirmed case and/or in a known cluster,X800,Hunter New England,15050,Maitland (C)
2020-03-31,2145,Overseas,X740,Western Sydney,12380,Cumberland (A)
2020-03-31,2323,Overseas,X800,Hunter New England,15050,Maitland (C)
2020-03-31,2224,Overseas,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-31,2515,Overseas,X730,Illawarra Shoalhaven,18450,Wollongong (C)
2020-03-31,2300,Overseas,X800,Hunter New England,15900,Newcastle (C)
2020-03-31,2155,Overseas,X740,Western Sydney,17420,The Hills Shire (A)
2020-03-31,,Overseas,,,,
2020-03-31,8888,Overseas,,,,
2020-03-31,9999,Overseas,,,,
2020-03-31,,Overseas,,,,
2020-03-31,2122,Overseas,X760,Northern Sydney,16700,Ryde (C)
2020-03-31,4740,Overseas,,,,
2020-03-31,2075,Overseas,X760,Northern Sydney,14500,Ku-ring-gai (A)
